benchmark,section,cohort_model_path,cell,model,primitive,budget_tokens,depth,task,condition,run,rerun_priority,rerun_reason,summary_marker_errors,summary_failure_lower_bound,trajectory,error_response_details
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,sqlite-with-gcov,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/sqlite-with-gcov/summarization/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,super-benchmark-upet,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/super-benchmark-upet/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,super-benchmark-upet,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/super-benchmark-upet/summarization/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,super-benchmark-upet,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/super-benchmark-upet/summarization/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,swe-bench-astropy-2,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/swe-bench-astropy-2/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,swe-bench-astropy-2,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/swe-bench-astropy-2/summarization/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,swe-bench-astropy-2,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/swe-bench-astropy-2/summarization/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,swe-bench-fsspec,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/swe-bench-fsspec/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,swe-bench-fsspec,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/swe-bench-fsspec/summarization/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,swe-bench-fsspec,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/swe-bench-fsspec/summarization/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,tmux-advanced-workflow,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/tmux-advanced-workflow/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,tmux-advanced-workflow,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/tmux-advanced-workflow/summarization/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,tmux-advanced-workflow,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/tmux-advanced-workflow/summarization/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,write-compressor,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/write-compressor/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,write-compressor,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/write-compressor/summarization/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,write-compressor,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/write-compressor/summarization/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,cartpole-rl-training,summarization-partial,run_2,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/cartpole-rl-training/summarization-partial/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,csv-to-parquet,summarization-partial,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/csv-to-parquet/summarization-partial/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,download-youtube,summarization-partial,run_1,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/download-youtube/summarization-partial/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,download-youtube,summarization-partial,run_3,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/download-youtube/summarization-partial/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,eval-mteb.hard,summarization-partial,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/eval-mteb.hard/summarization-partial/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,eval-mteb,summarization-partial,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/eval-mteb/summarization-partial/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,eval-mteb,summarization-partial,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/eval-mteb/summarization-partial/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,extract-moves-from-video,summarization-partial,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/extract-moves-from-video/summarization-partial/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,fibonacci-server,summarization-partial,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/fibonacci-server/summarization-partial/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,git-workflow-hack,summarization-partial,run_3,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/git-workflow-hack/summarization-partial/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,gpt2-codegolf,summarization-partial,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/gpt2-codegolf/summarization-partial/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,heterogeneous-dates,summarization-partial,run_2,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/heterogeneous-dates/summarization-partial/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,hf-model-inference,summarization-partial,run_3,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/hf-model-inference/summarization-partial/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,intrusion-detection,summarization-partial,run_3,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/intrusion-detection/summarization-partial/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,password-recovery,summarization-partial,run_2,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/password-recovery/summarization-partial/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,password-recovery,summarization-partial,run_3,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/password-recovery/summarization-partial/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,path-tracing-reverse,summarization-partial,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/path-tracing-reverse/summarization-partial/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,path-tracing-reverse,summarization-partial,run_2,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/path-tracing-reverse/summarization-partial/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,prove-plus-comm,summarization-partial,run_2,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/prove-plus-comm/summarization-partial/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,qemu-startup,summarization-partial,run_1,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/qemu-startup/summarization-partial/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,raman-fitting.easy,summarization-partial,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/raman-fitting.easy/summarization-partial/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,raman-fitting.easy,summarization-partial,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/raman-fitting.easy/summarization-partial/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,sanitize-git-repo.hard,summarization-partial,run_2,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/sanitize-git-repo.hard/summarization-partial/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,sanitize-git-repo.hard,summarization-partial,run_3,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/sanitize-git-repo.hard/summarization-partial/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,sanitize-git-repo,summarization-partial,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/sanitize-git-repo/summarization-partial/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,sanitize-git-repo,summarization-partial,run_2,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/sanitize-git-repo/summarization-partial/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,solana-data,summarization-partial,run_1,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/solana-data/summarization-partial/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,sqlite-with-gcov,summarization-partial,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/sqlite-with-gcov/summarization-partial/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,sqlite-with-gcov,summarization-partial,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/sqlite-with-gcov/summarization-partial/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,swe-bench-fsspec,summarization-partial,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/swe-bench-fsspec/summarization-partial/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,tmux-advanced-workflow,summarization-partial,run_1,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/tmux-advanced-workflow/summarization-partial/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907-1731/details/00350.txt
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,write-compressor,summarization-partial,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/write-compressor/summarization-partial/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization_partial,4000,0.5,write-compressor,summarization-partial,run_3,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-partial/write-compressor/summarization-partial/run_3/trajectory.json,
terminalbench,main,devstral24b,di__b4k__otrc-ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,online_trc_structured_summarize_partial,4000,0.5,cartpole-rl-training,otrc-ss-partial,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-ss-partial/cartpole-rl-training/otrc-ss-partial/run_2/trajectory.json,
terminalbench,main,devstral24b,di__b4k__otrc-ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,online_trc_structured_summarize_partial,4000,0.5,hf-model-inference,otrc-ss-partial,run_3,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-ss-partial/hf-model-inference/otrc-ss-partial/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907-1731/details/00361.txt
terminalbench,main,devstral24b,di__b4k__otrc-ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,online_trc_structured_summarize_partial,4000,0.5,intrusion-detection,otrc-ss-partial,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-ss-partial/intrusion-detection/otrc-ss-partial/run_3/trajectory.json,
terminalbench,main,devstral24b,di__b4k__otrc-ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,online_trc_structured_summarize_partial,4000,0.5,prove-plus-comm,otrc-ss-partial,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-ss-partial/prove-plus-comm/otrc-ss-partial/run_3/trajectory.json,
terminalbench,main,devstral24b,di__b4k__otrc-ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,online_trc_structured_summarize_partial,4000,0.5,qemu-startup,otrc-ss-partial,run_1,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-ss-partial/qemu-startup/otrc-ss-partial/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907-1731/details/00363.txt
terminalbench,main,devstral24b,di__b4k__otrc-ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,online_trc_structured_summarize_partial,4000,0.5,sanitize-git-repo.hard,otrc-ss-partial,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-ss-partial/sanitize-git-repo.hard/otrc-ss-partial/run_2/trajectory.json,
terminalbench,main,devstral24b,di__b4k__otrc-ss-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,online_trc_structured_summarize_partial,4000,0.5,solana-data,otrc-ss-partial,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-ss-partial/solana-data/otrc-ss-partial/run_3/trajectory.json,
terminalbench,main,devstral24b,di__b4k__otrc-su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,online_trc_summarize_partial,4000,0.5,cartpole-rl-training,otrc-su-partial,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/cartpole-rl-training/otrc-su-partial/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907-1731/details/00370.txt
terminalbench,main,devstral24b,di__b4k__otrc-su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,online_trc_summarize_partial,4000,0.5,crack-7z-hash.hard,otrc-su-partial,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/crack-7z-hash.hard/otrc-su-partial/run_3/trajectory.json,
terminalbench,main,devstral24b,di__b4k__otrc-su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,online_trc_summarize_partial,4000,0.5,download-youtube,otrc-su-partial,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/download-youtube/otrc-su-partial/run_1/trajectory.json,
terminalbench,main,devstral24b,di__b4k__otrc-su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,online_trc_summarize_partial,4000,0.5,eval-mteb,otrc-su-partial,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/eval-mteb/otrc-su-partial/run_2/trajectory.json,
terminalbench,main,devstral24b,di__b4k__otrc-su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,online_trc_summarize_partial,4000,0.5,hf-model-inference,otrc-su-partial,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/hf-model-inference/otrc-su-partial/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907-1731/details/00401.txt
terminalbench,main,devstral24b,di__b4k__otrc-su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,online_trc_summarize_partial,4000,0.5,password-recovery,otrc-su-partial,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/password-recovery/otrc-su-partial/run_1/trajectory.json,
terminalbench,main,devstral24b,di__b4k__otrc-su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,online_trc_summarize_partial,4000,0.5,password-recovery,otrc-su-partial,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/password-recovery/otrc-su-partial/run_2/trajectory.json,
terminalbench,main,devstral24b,di__b4k__otrc-su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,online_trc_summarize_partial,4000,0.5,path-tracing-reverse,otrc-su-partial,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/path-tracing-reverse/otrc-su-partial/run_1/trajectory.json,
terminalbench,main,devstral24b,di__b4k__otrc-su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,online_trc_summarize_partial,4000,0.5,pytorch-model-cli.hard,otrc-su-partial,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/pytorch-model-cli.hard/otrc-su-partial/run_2/trajectory.json,
terminalbench,main,devstral24b,di__b4k__otrc-su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,online_trc_summarize_partial,4000,0.5,qemu-alpine-ssh,otrc-su-partial,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/qemu-alpine-ssh/otrc-su-partial/run_2/trajectory.json,
terminalbench,main,devstral24b,di__b4k__otrc-su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,online_trc_summarize_partial,4000,0.5,raman-fitting.easy,otrc-su-partial,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/raman-fitting.easy/otrc-su-partial/run_1/trajectory.json,
terminalbench,main,devstral24b,di__b4k__otrc-su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,online_trc_summarize_partial,4000,0.5,super-benchmark-upet,otrc-su-partial,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/super-benchmark-upet/otrc-su-partial/run_1/trajectory.json,
terminalbench,main,devstral24b,di__b4k__otrc-su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,online_trc_summarize_partial,4000,0.5,super-benchmark-upet,otrc-su-partial,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/super-benchmark-upet/otrc-su-partial/run_3/trajectory.json,
terminalbench,main,devstral24b,di__b4k__otrc-su-partial,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,online_trc_summarize_partial,4000,0.5,swe-bench-fsspec,otrc-su-partial,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__otrc-su-partial/swe-bench-fsspec/otrc-su-partial/run_3/trajectory.json,
terminalbench,main,devstral24b,di__b4k__trc-ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,trc_structured_summarize,4000,0.5,blind-maze-explorer-algorithm,trc-ss,run_1,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__trc-ss/blind-maze-explorer-algorithm/trc-ss/run_1/trajectory.json,
terminalbench,main,devstral24b,di__b4k__trc-ss,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,trc_structured_summarize,4000,0.5,cartpole-rl-training,trc-ss,run_1,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__trc-ss/cartpole-rl-training/trc-ss/run_1/trajectory.json,
