cell,key,task,run_num,action,timestamp,resolved,reason,result_file,already_reevaluated_20260911,model_tag
d05__b20k__su-full,scikit-learn__scikit-learn-14141__summarization__r3,scikit-learn__scikit-learn-14141,3,evaluate_only,2026-08-24T15:13:55.164710,True,prediction_patch_mismatch_missing_internal_report,ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/experiment_results.json,False,qwen35-a3b
d05__b20k__su-full,scikit-learn__scikit-learn-14710__summarization__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,2026-05-02T22:40:32.392758,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/experiment_results.json,True,qwen35-a3b
d05__b20k__su-full,scikit-learn__scikit-learn-25232__summarization__r3,scikit-learn__scikit-learn-25232,3,evaluate_only,2026-08-24T15:53:35.405658,True,prediction_patch_mismatch_missing_internal_report,ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/experiment_results.json,False,qwen35-a3b
d05__b20k__su-full,sympy__sympy-13647__summarization__r3,sympy__sympy-13647,3,evaluate_only,2026-08-24T12:38:01.006873,True,prediction_patch_mismatch_missing_internal_report,ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/experiment_results.json,False,qwen35-a3b
d05__b20k__su-full,sympy__sympy-18211__summarization__r3,sympy__sympy-18211,3,evaluate_only,2026-08-24T13:40:25.949145,True,prediction_patch_mismatch_missing_internal_report,ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/experiment_results.json,False,qwen35-a3b
d05__b20k__su-full,sympy__sympy-19954__summarization__r3,sympy__sympy-19954,3,evaluate_only,2026-08-24T13:46:33.100692,True,prediction_patch_mismatch_missing_internal_report,ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/experiment_results.json,False,qwen35-a3b
d05__b20k__su-partial,django__django-11095__summarization-partial__r2,django__django-11095,2,evaluate_only,2026-05-06T20:52:38.066407,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/experiment_results.json,True,qwen35-a3b
d05__b20k__su-partial,scikit-learn__scikit-learn-13496__summarization-partial__r3,scikit-learn__scikit-learn-13496,3,evaluate_only,2026-08-24T15:08:16.986296,True,prediction_patch_mismatch_missing_internal_report,ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/experiment_results.json,False,qwen35-a3b
d05__b20k__su-partial,scikit-learn__scikit-learn-14053__summarization-partial__r3,scikit-learn__scikit-learn-14053,3,evaluate_only,2026-08-24T15:15:04.623147,True,prediction_patch_mismatch_missing_internal_report,ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/experiment_results.json,False,qwen35-a3b
d05__b20k__su-partial,scikit-learn__scikit-learn-14710__summarization-partial__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,2026-05-02T22:41:42.562358,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/experiment_results.json,True,qwen35-a3b
d05__b20k__su-partial,scikit-learn__scikit-learn-14710__summarization-partial__r3,scikit-learn__scikit-learn-14710,3,evaluate_only,2026-08-24T15:41:06.552403,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/experiment_results.json,True,qwen35-a3b
d05__b20k__su-partial,scikit-learn__scikit-learn-14983__summarization-partial__r3,scikit-learn__scikit-learn-14983,3,evaluate_only,2026-08-24T15:47:30.914460,False,prediction_patch_mismatch_missing_internal_report,ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/experiment_results.json,False,qwen35-a3b
d05__b20k__su-partial,sympy__sympy-13372__summarization-partial__r3,sympy__sympy-13372,3,evaluate_only,2026-08-24T12:19:24.721888,False,legacy_top_report_verdict_mismatch,ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/experiment_results.json,False,qwen35-a3b
d05__b20k__su-partial,sympy__sympy-17139__summarization-partial__r3,sympy__sympy-17139,3,evaluate_only,2026-08-24T13:15:45.300919,False,prediction_patch_mismatch_missing_internal_report,ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/experiment_results.json,False,qwen35-a3b
d05__b20k__tr,django__django-12276__truncation__r1,django__django-12276,1,evaluate_only,2026-05-06T20:55:06.495439,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/d05__b20k__tr/experiment_results.json,True,qwen35-a3b
d05__b20k__tr,django__django-12304__truncation__r3,django__django-12304,3,evaluate_only,2026-08-24T10:23:09.909613,True,prediction_patch_mismatch_missing_internal_report,ICLR_results/swebench/main/qwen35b/d05__b20k__tr/experiment_results.json,False,qwen35-a3b
d05__b20k__tr,django__django-13810__truncation__r1,django__django-13810,1,evaluate_only,2026-05-06T21:30:30.702985,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/d05__b20k__tr/experiment_results.json,True,qwen35-a3b
d05__b20k__tr,scikit-learn__scikit-learn-10297__truncation__r1,scikit-learn__scikit-learn-10297,1,evaluate_only,2026-04-21T02:21:56.197970,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/d05__b20k__tr/experiment_results.json,True,qwen35-a3b
d05__b20k__tr,scikit-learn__scikit-learn-12973__truncation__r3,scikit-learn__scikit-learn-12973,3,evaluate_only,2026-08-24T14:40:36.842520,False,prediction_patch_mismatch_missing_internal_report,ICLR_results/swebench/main/qwen35b/d05__b20k__tr/experiment_results.json,False,qwen35-a3b
d05__b20k__tr,scikit-learn__scikit-learn-13135__truncation__r3,scikit-learn__scikit-learn-13135,3,evaluate_only,2026-08-24T14:55:17.470201,True,prediction_patch_mismatch_missing_internal_report,ICLR_results/swebench/main/qwen35b/d05__b20k__tr/experiment_results.json,False,qwen35-a3b
d05__b20k__tr,scikit-learn__scikit-learn-13142__truncation__r3,scikit-learn__scikit-learn-13142,3,evaluate_only,2026-08-24T15:00:38.232930,True,prediction_patch_mismatch_missing_internal_report,ICLR_results/swebench/main/qwen35b/d05__b20k__tr/experiment_results.json,False,qwen35-a3b
d05__b20k__tr,scikit-learn__scikit-learn-14141__truncation__r3,scikit-learn__scikit-learn-14141,3,evaluate_only,2026-08-24T15:12:54.134237,True,prediction_patch_mismatch_missing_internal_report,ICLR_results/swebench/main/qwen35b/d05__b20k__tr/experiment_results.json,False,qwen35-a3b
d05__b20k__tr,scikit-learn__scikit-learn-14710__truncation__r1,scikit-learn__scikit-learn-14710,1,evaluate_only,2026-05-02T22:43:27.660244,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/d05__b20k__tr/experiment_results.json,True,qwen35-a3b
d05__b20k__tr,scikit-learn__scikit-learn-14710__truncation__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,2026-05-02T22:37:58.994128,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/d05__b20k__tr/experiment_results.json,True,qwen35-a3b
d05__b20k__tr,scikit-learn__scikit-learn-14710__truncation__r3,scikit-learn__scikit-learn-14710,3,evaluate_only,2026-08-24T15:31:48.795336,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/d05__b20k__tr/experiment_results.json,True,qwen35-a3b
d05__b20k__tr,scikit-learn__scikit-learn-14894__truncation__r3,scikit-learn__scikit-learn-14894,3,evaluate_only,2026-08-24T15:33:19.739839,True,prediction_patch_mismatch_missing_internal_report,ICLR_results/swebench/main/qwen35b/d05__b20k__tr/experiment_results.json,False,qwen35-a3b
d05__b20k__tr,scikit-learn__scikit-learn-26323__truncation__r2,scikit-learn__scikit-learn-26323,2,evaluate_only,2026-04-21T03:05:47.364849,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/d05__b20k__tr/experiment_results.json,True,qwen35-a3b
d05__b20k__tr,sympy__sympy-24661__truncation__r3,sympy__sympy-24661,3,evaluate_only,2026-08-24T14:18:43.155941,True,prediction_patch_mismatch_missing_internal_report,ICLR_results/swebench/main/qwen35b/d05__b20k__tr/experiment_results.json,False,qwen35-a3b
di__b10k__otrc-su-partial,scikit-learn__scikit-learn-14710__otrc-su-partial__r1,scikit-learn__scikit-learn-14710,1,evaluate_only,2026-05-05T02:02:51.343203,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/experiment_results.json,True,qwen35-a3b
di__b10k__otrc-su-partial,scikit-learn__scikit-learn-14710__otrc-su-partial__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,2026-05-05T02:05:04.019582,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b10k__otrc-su-partial/experiment_results.json,True,qwen35-a3b
di__b10k__otrc-tr,scikit-learn__scikit-learn-14710__otrc-tr__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,2026-05-05T02:03:21.006414,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b10k__otrc-tr/experiment_results.json,True,qwen35-a3b
di__b10k__otrc-tr,scikit-learn__scikit-learn-14710__otrc-tr__r3,scikit-learn__scikit-learn-14710,3,evaluate_only,2026-08-27T08:51:51.385219,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b10k__otrc-tr/experiment_results.json,True,qwen35-a3b
di__b10k__otrc-tr,scikit-learn__scikit-learn-14894__otrc-tr__r1,scikit-learn__scikit-learn-14894,1,evaluate_only,2026-05-05T02:05:28.973372,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b10k__otrc-tr/experiment_results.json,True,qwen35-a3b
di__b10k__trc,django__django-11292__tool-result-clear__r2,django__django-11292,2,evaluate_only,2026-04-20T20:37:04.161685,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b10k__trc/experiment_results.json,True,qwen35-a3b
di__b10k__trc,scikit-learn__scikit-learn-14710__tool-result-clear__r1,scikit-learn__scikit-learn-14710,1,evaluate_only,2026-05-03T20:12:59.204542,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b10k__trc/experiment_results.json,True,qwen35-a3b
di__b10k__trc,scikit-learn__scikit-learn-14710__tool-result-clear__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,2026-05-03T20:19:59.491901,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b10k__trc/experiment_results.json,True,qwen35-a3b
di__b10k__trc,scikit-learn__scikit-learn-14710__tool-result-clear__r3,scikit-learn__scikit-learn-14710,3,evaluate_only,2026-08-27T04:29:25.211144,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b10k__trc/experiment_results.json,True,qwen35-a3b
di__b10k__trc,scikit-learn__scikit-learn-14894__tool-result-clear__r3,scikit-learn__scikit-learn-14894,3,evaluate_only,2026-08-27T04:35:02.742912,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b10k__trc/experiment_results.json,True,qwen35-a3b
di__b10k__trc,scikit-learn__scikit-learn-25102__tool-result-clear__r3,scikit-learn__scikit-learn-25102,3,evaluate_only,2026-08-27T04:49:55.010152,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b10k__trc/experiment_results.json,True,qwen35-a3b
di__b10k__trc,scikit-learn__scikit-learn-25232__tool-result-clear__r1,scikit-learn__scikit-learn-25232,1,evaluate_only,2026-05-03T20:36:28.896484,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b10k__trc/experiment_results.json,True,qwen35-a3b
di__b10k__trc,scikit-learn__scikit-learn-25232__tool-result-clear__r2,scikit-learn__scikit-learn-25232,2,evaluate_only,2026-05-03T20:40:01.472316,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b10k__trc/experiment_results.json,True,qwen35-a3b
di__b10k__trc,scikit-learn__scikit-learn-25232__tool-result-clear__r3,scikit-learn__scikit-learn-25232,3,evaluate_only,2026-08-27T04:36:31.247682,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b10k__trc/experiment_results.json,True,qwen35-a3b
di__b10k__trc,sympy__sympy-19637__tool-result-clear__r2,sympy__sympy-19637,2,evaluate_only,2026-04-21T00:02:31.039220,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b10k__trc/experiment_results.json,True,qwen35-a3b
di__b10k__trc,sympy__sympy-24661__tool-result-clear__r2,sympy__sympy-24661,2,evaluate_only,2026-05-03T19:28:27.315952,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b10k__trc/experiment_results.json,True,qwen35-a3b
di__b10k__trc-ss,django__django-17087__trc-ss__r3,django__django-17087,3,evaluate_only,2026-08-27T23:19:22.317949,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b10k__trc-ss/experiment_results.json,True,qwen35-a3b
di__b10k__trc-ss,scikit-learn__scikit-learn-14710__trc-ss__r1,scikit-learn__scikit-learn-14710,1,evaluate_only,2026-05-03T20:22:31.680994,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b10k__trc-ss/experiment_results.json,True,qwen35-a3b
di__b10k__trc-ss,scikit-learn__scikit-learn-14710__trc-ss__r3,scikit-learn__scikit-learn-14710,3,evaluate_only,2026-08-27T04:32:30.533901,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b10k__trc-ss/experiment_results.json,True,qwen35-a3b
di__b10k__trc-su,django__django-11292__trc-su__r3,django__django-11292,3,evaluate_only,2026-08-27T23:15:44.702897,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b10k__trc-su/experiment_results.json,True,qwen35-a3b
di__b10k__trc-su,scikit-learn__scikit-learn-14710__trc-su__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,2026-05-03T20:17:22.061652,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b10k__trc-su/experiment_results.json,True,qwen35-a3b
di__b10k__trc-su,scikit-learn__scikit-learn-26194__trc-su__r1,scikit-learn__scikit-learn-26194,1,evaluate_only,2026-05-03T20:59:41.532488,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b10k__trc-su/experiment_results.json,True,qwen35-a3b
di__b15k__otrc-ss-partial,django__django-14580__otrc-ss-partial__r1,django__django-14580,1,evaluate_only,2026-04-29T02:46:41.679262,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__otrc-ss-partial/experiment_results.json,True,qwen35-a3b
di__b15k__otrc-ss-partial,scikit-learn__scikit-learn-14053__otrc-ss-partial__r2,scikit-learn__scikit-learn-14053,2,evaluate_only,2026-05-04T14:45:30.476535,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__otrc-ss-partial/experiment_results.json,True,qwen35-a3b
di__b15k__otrc-ss-partial,scikit-learn__scikit-learn-14141__otrc-ss-partial__r1,scikit-learn__scikit-learn-14141,1,evaluate_only,2026-05-04T14:43:48.823025,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__otrc-ss-partial/experiment_results.json,True,qwen35-a3b
di__b15k__otrc-ss-partial,scikit-learn__scikit-learn-14710__otrc-ss-partial__r1,scikit-learn__scikit-learn-14710,1,evaluate_only,2026-05-04T15:01:39.092637,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__otrc-ss-partial/experiment_results.json,True,qwen35-a3b
di__b15k__otrc-ss-partial,scikit-learn__scikit-learn-14710__otrc-ss-partial__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,2026-05-04T15:00:46.620771,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__otrc-ss-partial/experiment_results.json,True,qwen35-a3b
di__b15k__otrc-ss-partial,sympy__sympy-16450__otrc-ss-partial__r3,sympy__sympy-16450,3,evaluate_only,2026-08-26T22:58:43.286010,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__otrc-ss-partial/experiment_results.json,True,qwen35-a3b
di__b15k__otrc-su-partial,scikit-learn__scikit-learn-13496__otrc-su-partial__r1,scikit-learn__scikit-learn-13496,1,evaluate_only,2026-05-04T14:39:25.516361,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__otrc-su-partial/experiment_results.json,True,qwen35-a3b
di__b15k__otrc-su-partial,scikit-learn__scikit-learn-14141__otrc-su-partial__r2,scikit-learn__scikit-learn-14141,2,evaluate_only,2026-05-04T14:42:20.990646,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__otrc-su-partial/experiment_results.json,True,qwen35-a3b
di__b15k__otrc-tr,scikit-learn__scikit-learn-14710__otrc-tr__r1,scikit-learn__scikit-learn-14710,1,evaluate_only,2026-05-04T14:57:26.335338,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__otrc-tr/experiment_results.json,True,qwen35-a3b
di__b15k__otrc-tr,scikit-learn__scikit-learn-14710__otrc-tr__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,2026-05-04T14:52:55.995543,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__otrc-tr/experiment_results.json,True,qwen35-a3b
di__b15k__trc,django__django-12663__tool-result-clear__r3,django__django-12663,3,evaluate_only,2026-08-26T16:24:50.456358,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__trc/experiment_results.json,True,qwen35-a3b
di__b15k__trc,django__django-13012__tool-result-clear__r1,django__django-13012,1,evaluate_only,2026-04-08T18:55:39.346122,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__b15k__trc/experiment_results.json,False,qwen35-a3b
di__b15k__trc,django__django-13012__tool-result-clear__r2,django__django-13012,2,evaluate_only,2026-04-08T18:57:06.653984,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__b15k__trc/experiment_results.json,False,qwen35-a3b
di__b15k__trc,django__django-13810__tool-result-clear__r1,django__django-13810,1,evaluate_only,2026-05-03T06:28:55.187822,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__trc/experiment_results.json,True,qwen35-a3b
di__b15k__trc,scikit-learn__scikit-learn-12682__tool-result-clear__r2,scikit-learn__scikit-learn-12682,2,evaluate_only,2026-04-08T23:56:38.832826,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__trc/experiment_results.json,True,qwen35-a3b
di__b15k__trc,scikit-learn__scikit-learn-13328__tool-result-clear__r1,scikit-learn__scikit-learn-13328,1,evaluate_only,2026-04-09T00:15:59.965837,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__b15k__trc/experiment_results.json,False,qwen35-a3b
di__b15k__trc,scikit-learn__scikit-learn-13328__tool-result-clear__r2,scikit-learn__scikit-learn-13328,2,evaluate_only,2026-04-09T00:15:18.893542,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__b15k__trc/experiment_results.json,False,qwen35-a3b
di__b15k__trc,scikit-learn__scikit-learn-14496__tool-result-clear__r1,scikit-learn__scikit-learn-14496,1,evaluate_only,2026-04-09T00:43:28.784790,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__b15k__trc/experiment_results.json,False,qwen35-a3b
di__b15k__trc,scikit-learn__scikit-learn-14496__tool-result-clear__r2,scikit-learn__scikit-learn-14496,2,evaluate_only,2026-04-09T00:42:58.640596,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__b15k__trc/experiment_results.json,False,qwen35-a3b
di__b15k__trc,scikit-learn__scikit-learn-14710__tool-result-clear__r1,scikit-learn__scikit-learn-14710,1,evaluate_only,2026-05-03T09:57:40.973539,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__trc/experiment_results.json,True,qwen35-a3b
di__b15k__trc,scikit-learn__scikit-learn-14710__tool-result-clear__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,2026-05-03T09:54:20.200473,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__trc/experiment_results.json,True,qwen35-a3b
di__b15k__trc,scikit-learn__scikit-learn-15100__tool-result-clear__r1,scikit-learn__scikit-learn-15100,1,evaluate_only,2026-04-09T01:06:22.210872,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__b15k__trc/experiment_results.json,False,qwen35-a3b
di__b15k__trc,scikit-learn__scikit-learn-15100__tool-result-clear__r2,scikit-learn__scikit-learn-15100,2,evaluate_only,2026-04-09T01:08:08.549526,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__b15k__trc/experiment_results.json,False,qwen35-a3b
di__b15k__trc,scikit-learn__scikit-learn-25232__tool-result-clear__r1,scikit-learn__scikit-learn-25232,1,evaluate_only,2026-05-03T10:24:35.520411,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__trc/experiment_results.json,True,qwen35-a3b
di__b15k__trc,scikit-learn__scikit-learn-25232__tool-result-clear__r2,scikit-learn__scikit-learn-25232,2,evaluate_only,2026-05-03T10:17:32.719441,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__trc/experiment_results.json,True,qwen35-a3b
di__b15k__trc,scikit-learn__scikit-learn-26323__tool-result-clear__r1,scikit-learn__scikit-learn-26323,1,evaluate_only,2026-04-09T01:48:42.713378,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__b15k__trc/experiment_results.json,False,qwen35-a3b
di__b15k__trc,scikit-learn__scikit-learn-26323__tool-result-clear__r2,scikit-learn__scikit-learn-26323,2,evaluate_only,2026-04-09T01:49:42.727749,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__b15k__trc/experiment_results.json,False,qwen35-a3b
di__b15k__trc,sympy__sympy-15017__tool-result-clear__r1,sympy__sympy-15017,1,evaluate_only,2026-04-08T22:09:17.607167,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__b15k__trc/experiment_results.json,False,qwen35-a3b
di__b15k__trc,sympy__sympy-15017__tool-result-clear__r2,sympy__sympy-15017,2,evaluate_only,2026-04-08T22:11:19.437877,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__b15k__trc/experiment_results.json,False,qwen35-a3b
di__b15k__trc,sympy__sympy-19637__tool-result-clear__r1,sympy__sympy-19637,1,evaluate_only,2026-04-08T22:54:51.437039,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__b15k__trc/experiment_results.json,False,qwen35-a3b
di__b15k__trc,sympy__sympy-19637__tool-result-clear__r2,sympy__sympy-19637,2,evaluate_only,2026-04-08T22:55:15.590471,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__b15k__trc/experiment_results.json,False,qwen35-a3b
di__b15k__trc,sympy__sympy-24443__tool-result-clear__r1,sympy__sympy-24443,1,evaluate_only,2026-04-08T23:31:48.350247,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__b15k__trc/experiment_results.json,False,qwen35-a3b
di__b15k__trc,sympy__sympy-24443__tool-result-clear__r2,sympy__sympy-24443,2,evaluate_only,2026-04-08T23:35:41.380677,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__b15k__trc/experiment_results.json,False,qwen35-a3b
di__b15k__trc-ss,scikit-learn__scikit-learn-14710__trc-ss__r1,scikit-learn__scikit-learn-14710,1,evaluate_only,2026-05-03T10:00:37.609680,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__trc-ss/experiment_results.json,True,qwen35-a3b
di__b15k__trc-ss,scikit-learn__scikit-learn-14710__trc-ss__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,2026-05-03T10:04:45.750370,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__trc-ss/experiment_results.json,True,qwen35-a3b
di__b15k__trc-ss,scikit-learn__scikit-learn-25232__trc-ss__r1,scikit-learn__scikit-learn-25232,1,evaluate_only,2026-05-03T10:26:16.583048,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__trc-ss/experiment_results.json,True,qwen35-a3b
di__b15k__trc-ss,scikit-learn__scikit-learn-25232__trc-ss__r2,scikit-learn__scikit-learn-25232,2,evaluate_only,2026-05-03T10:21:27.987441,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__trc-ss/experiment_results.json,True,qwen35-a3b
di__b15k__trc-su,django__django-15278__trc-su__r1,django__django-15278,1,evaluate_only,2026-05-03T06:53:07.430870,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__trc-su/experiment_results.json,True,qwen35-a3b
di__b15k__trc-su,scikit-learn__scikit-learn-14710__trc-su__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,2026-05-03T09:58:46.297470,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__trc-su/experiment_results.json,True,qwen35-a3b
di__b15k__trc-su,scikit-learn__scikit-learn-25232__trc-su__r1,scikit-learn__scikit-learn-25232,1,evaluate_only,2026-05-03T10:17:25.266875,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__trc-su/experiment_results.json,True,qwen35-a3b
di__b15k__trc-su,scikit-learn__scikit-learn-25232__trc-su__r2,scikit-learn__scikit-learn-25232,2,evaluate_only,2026-05-03T10:16:46.301081,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b15k__trc-su/experiment_results.json,True,qwen35-a3b
di__b20k__otrc-ss-partial,django__django-13809__otrc-ss-partial__r3,django__django-13809,3,evaluate_only,2026-08-27T15:25:48.315238,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-ss-partial/experiment_results.json,True,qwen35-a3b
di__b20k__otrc-ss-partial,scikit-learn__scikit-learn-14710__otrc-ss-partial__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,2026-05-05T16:30:33.454372,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-ss-partial/experiment_results.json,True,qwen35-a3b
di__b20k__otrc-ss-partial,scikit-learn__scikit-learn-14710__otrc-ss-partial__r3,scikit-learn__scikit-learn-14710,3,evaluate_only,2026-08-27T17:22:05.148924,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-ss-partial/experiment_results.json,True,qwen35-a3b
di__b20k__otrc-ss-partial,scikit-learn__scikit-learn-26194__otrc-ss-partial__r1,scikit-learn__scikit-learn-26194,1,evaluate_only,2026-05-05T17:04:23.992692,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-ss-partial/experiment_results.json,True,qwen35-a3b
di__b20k__otrc-su-partial,django__django-12304__otrc-su-partial__r1,django__django-12304,1,evaluate_only,2026-05-05T12:12:06.829924,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-su-partial/experiment_results.json,True,qwen35-a3b
di__b20k__otrc-su-partial,scikit-learn__scikit-learn-14710__otrc-su-partial__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,2026-05-05T16:21:52.759822,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-su-partial/experiment_results.json,True,qwen35-a3b
