benchmark,section,cohort_model_path,cell,model,primitive,budget_tokens,depth,task,condition,run,rerun_priority,rerun_reason,summary_marker_errors,summary_failure_lower_bound,trajectory,error_response_details,seed_source_section,seed_source_trajectory,seed_archive
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,scikit-learn__scikit-learn-13328,summarization,run_3,priority,agentlog_summary_failure,0,16,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-13328/summarization/run_3/trajectory.json,details/07432.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-13328/summarization/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,scikit-learn__scikit-learn-13779,summarization,run_3,priority,agentlog_summary_failure,0,3,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-13779/summarization/run_3/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-13779/summarization/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,scikit-learn__scikit-learn-14496,summarization,run_3,priority,agentlog_summary_failure,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-14496/summarization/run_3/trajectory.json,details/07443.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-14496/summarization/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,scikit-learn__scikit-learn-15100,summarization,run_2,priority,agentlog_summary_failure,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-15100/summarization/run_2/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-15100/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,scikit-learn__scikit-learn-15100,summarization,run_3,priority,agentlog_summary_failure,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-15100/summarization/run_3/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-15100/summarization/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,scikit-learn__scikit-learn-26323,summarization,run_1,priority,agentlog_summary_failure,0,3,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-26323/summarization/run_1/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-26323/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,scikit-learn__scikit-learn-26323,summarization,run_2,priority,agentlog_summary_failure,0,5,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-26323/summarization/run_2/trajectory.json,details/07461.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-26323/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,sympy__sympy-13031,summarization,run_1,priority,agentlog_summary_failure,0,10,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/sympy__sympy-13031/summarization/run_1/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/sympy__sympy-13031/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,sympy__sympy-13031,summarization,run_2,priority,agentlog_summary_failure,0,6,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/sympy__sympy-13031/summarization/run_2/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/sympy__sympy-13031/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,sympy__sympy-13031,summarization,run_3,priority,agentlog_summary_failure,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/sympy__sympy-13031/summarization/run_3/trajectory.json,details/07469.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/sympy__sympy-13031/summarization/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,sympy__sympy-13091,summarization,run_2,priority,agentlog_summary_failure,0,5,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/sympy__sympy-13091/summarization/run_2/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/sympy__sympy-13091/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,sympy__sympy-13091,summarization,run_3,priority,agentlog_summary_failure,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/sympy__sympy-13091/summarization/run_3/trajectory.json,details/07471.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/sympy__sympy-13091/summarization/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,sympy__sympy-13757,summarization,run_1,priority,agentlog_summary_failure,0,11,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/sympy__sympy-13757/summarization/run_1/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/sympy__sympy-13757/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,sympy__sympy-13757,summarization,run_2,priority,agentlog_summary_failure,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/sympy__sympy-13757/summarization/run_2/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/sympy__sympy-13757/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,sympy__sympy-15017,summarization,run_2,priority,agentlog_summary_failure,0,18,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/sympy__sympy-15017/summarization/run_2/trajectory.json,details/07483.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/sympy__sympy-15017/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,sympy__sympy-15017,summarization,run_3,priority,agentlog_summary_failure,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/sympy__sympy-15017/summarization/run_3/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/sympy__sympy-15017/summarization/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,sympy__sympy-15345,summarization,run_1,priority,agentlog_summary_failure,0,15,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/sympy__sympy-15345/summarization/run_1/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/sympy__sympy-15345/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,sympy__sympy-15345,summarization,run_2,priority,agentlog_summary_failure,0,10,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/sympy__sympy-15345/summarization/run_2/trajectory.json,details/07484.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/sympy__sympy-15345/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,sympy__sympy-15345,summarization,run_3,priority,agentlog_summary_failure,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/sympy__sympy-15345/summarization/run_3/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/sympy__sympy-15345/summarization/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,sympy__sympy-17630,summarization,run_1,priority,agentlog_summary_failure,0,7,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/sympy__sympy-17630/summarization/run_1/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/sympy__sympy-17630/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,sympy__sympy-17630,summarization,run_2,priority,agentlog_summary_failure,0,15,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/sympy__sympy-17630/summarization/run_2/trajectory.json,details/07491.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/sympy__sympy-17630/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,sympy__sympy-17630,summarization,run_3,priority,agentlog_summary_failure,0,6,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/sympy__sympy-17630/summarization/run_3/trajectory.json,details/07492.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/sympy__sympy-17630/summarization/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,sympy__sympy-19637,summarization,run_1,priority,agentlog_summary_failure,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/sympy__sympy-19637/summarization/run_1/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/sympy__sympy-19637/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,sympy__sympy-24066,summarization,run_1,priority,agentlog_summary_failure,0,11,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/sympy__sympy-24066/summarization/run_1/trajectory.json,details/07506.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/sympy__sympy-24066/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,sympy__sympy-24066,summarization,run_2,priority,agentlog_summary_failure,0,3,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/sympy__sympy-24066/summarization/run_2/trajectory.json,details/07507.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/sympy__sympy-24066/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,10000,0.5,django__django-11066,summarization-partial,run_2,priority,summary_failure_accounting,0,3,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-partial/django__django-11066/summarization-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07512.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-partial/django__django-11066/summarization-partial/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,10000,0.5,django__django-11292,summarization-partial,run_1,priority,summary_failure_accounting,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-partial/django__django-11292/summarization-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07518.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-partial/django__django-11292/summarization-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,10000,0.5,django__django-11292,summarization-partial,run_2,probable,summary_related_response,0,0,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-partial/django__django-11292/summarization-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07519.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-partial/django__django-11292/summarization-partial/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,10000,0.5,django__django-11292,summarization-partial,run_3,priority,summary_failure_accounting,0,7,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-partial/django__django-11292/summarization-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07520.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-partial/django__django-11292/summarization-partial/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,10000,0.5,django__django-11299,summarization-partial,run_1,priority,summary_failure_accounting,0,6,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-partial/django__django-11299/summarization-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07521.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-partial/django__django-11299/summarization-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,10000,0.5,django__django-11299,summarization-partial,run_2,priority,summary_failure_accounting,0,34,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-partial/django__django-11299/summarization-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07522.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-partial/django__django-11299/summarization-partial/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,10000,0.5,django__django-11299,summarization-partial,run_3,priority,summary_failure_accounting,0,13,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-partial/django__django-11299/summarization-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07523.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-partial/django__django-11299/summarization-partial/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,10000,0.5,django__django-13012,summarization-partial,run_2,priority,summary_failure_accounting,0,18,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-partial/django__django-13012/summarization-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07549.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-partial/django__django-13012/summarization-partial/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,10000,0.5,django__django-13964,summarization-partial,run_1,priority,summary_failure_accounting,0,16,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-partial/django__django-13964/summarization-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07557.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-partial/django__django-13964/summarization-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,10000,0.5,django__django-14580,summarization-partial,run_1,priority,summary_failure_accounting,0,14,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-partial/django__django-14580/summarization-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07562.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-partial/django__django-14580/summarization-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,10000,0.5,django__django-14580,summarization-partial,run_2,priority,summary_failure_accounting,0,4,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-partial/django__django-14580/summarization-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07563.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-partial/django__django-14580/summarization-partial/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,10000,0.5,django__django-14915,summarization-partial,run_3,priority,summary_failure_accounting,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-partial/django__django-14915/summarization-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07569.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-partial/django__django-14915/summarization-partial/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,10000,0.5,django__django-14999,summarization-partial,run_1,priority,summary_failure_accounting,0,20,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-partial/django__django-14999/summarization-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07570.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-partial/django__django-14999/summarization-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,10000,0.5,django__django-14999,summarization-partial,run_2,priority,summary_failure_accounting,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-partial/django__django-14999/summarization-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07571.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-partial/django__django-14999/summarization-partial/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,10000,0.5,django__django-14999,summarization-partial,run_3,priority,summary_failure_accounting,0,8,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-partial/django__django-14999/summarization-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07572.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-partial/django__django-14999/summarization-partial/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,10000,0.5,django__django-17087,summarization-partial,run_1,priority,summary_failure_accounting,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-partial/django__django-17087/summarization-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07600.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-partial/django__django-17087/summarization-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,10000,0.5,django__django-17087,summarization-partial,run_3,priority,summary_failure_accounting,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-partial/django__django-17087/summarization-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07602.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-partial/django__django-17087/summarization-partial/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,10000,0.5,scikit-learn__scikit-learn-10297,summarization-partial,run_1,priority,summary_failure_accounting,0,3,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-partial/scikit-learn__scikit-learn-10297/summarization-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07603.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-partial/scikit-learn__scikit-learn-10297/summarization-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,10000,0.5,scikit-learn__scikit-learn-10297,summarization-partial,run_2,priority,summary_failure_accounting,0,12,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-partial/scikit-learn__scikit-learn-10297/summarization-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07604.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-partial/scikit-learn__scikit-learn-10297/summarization-partial/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,10000,0.5,scikit-learn__scikit-learn-10908,summarization-partial,run_2,priority,summary_failure_accounting,0,12,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-partial/scikit-learn__scikit-learn-10908/summarization-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07608.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-partial/scikit-learn__scikit-learn-10908/summarization-partial/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
